_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
SLC33A1,48.2,0.0,88.2,28.3,0.0,49.3,54.8,0.0,80.2,60.3,94.7,0.0,61.74166666666667,0.0,48.275,48.575,0.0,24.933333333333334,68.08333333333333,0.0,41.95833333333333,69.78333333333332,47.34166666666666,0.0,NP_001177921.1,52.7,91.1,,55.6,78.2,,46.8,91.7,,69.3,122.0,,38.5,83.2,,bla3277,36.672222222222224,0.9362684456420682,0.028599613071752773,24.50277777777778,0.5944649097780039,0.22587377593099692,36.68055555555555,0.9381119030683889,0.027745353533062445,0.9393098541444329,-0.0903269505350042,,0.6276058342226968,-0.672069331228532,down-regulated,0.9395233013162576,-0.08999915221325001,
HIGD1A,0.0,63.2,76.3,0.0,30.7,35.7,0.0,61.1,81.4,0.0,82.9,66.1,0.0,84.75,38.56666666666667,0.0,60.24166666666665,15.308333333333332,0.0,81.93333333333335,42.84166666666666,0.0,39.175,82.73333333333333,NP_001093139.1,,48.6,37.6,,90.9,66.2,,42.5,37.0,,50.2,35.8,,30.7,24.7,bla3303,41.105555555555554,0.9897123442966336,0.004491012915272968,25.183333333333326,0.6351260058851174,0.19714010426427345,41.59166666666667,0.9786912084910364,0.00935431289804485,1.0115523959259005,0.016571049886015807,,0.6197279376580762,-0.6902930876682865,down-regulated,1.0235149360858569,0.033532155668377195,
WDR11,0.0,1181.6,30.1,0.0,589.2,24.8,0.0,1250.5,31.9,0.0,34.4,1308.3,0.0,1108.158333333333,10.008333333333333,0.0,780.8749999999999,9.825,0.0,1143.575,10.658333333333331,0.0,10.375,1170.5666666666664,NP_060587.8,,33.3,1013.7,,25.8,1070.3,,24.5,875.7,,31.1,1057.9,,22.3,547.0,bla3338,372.7222222222222,0.9706759744167293,0.012925719636584884,263.56666666666666,0.7962138285338015,0.09897028391875105,384.74444444444447,0.9877049977578163,0.005372748708716221,0.9468432677312597,-0.0788024607254279,,0.6695504293889765,-0.5787353739315617,down-regulated,0.9773838673939585,-0.033002803094687026,
VCX3B,0.0,50.9,656.9,0.0,14.0,270.6,0.0,42.8,651.5,0.0,647.7,46.3,0.0,72.10000000000001,563.9833333333333,0.0,38.191666666666656,327.43333333333334,0.0,63.43333333333334,530.3833333333333,0.0,530.3833333333333,63.99166666666667,NP_001001888.3,,423.6,35.3,,622.5,34.0,,468.1,32.7,,524.1,34.4,,269.0,14.7,bla3441,212.0277777777778,0.9572339634806761,0.018981900645137283,121.875,0.7214962181436572,0.14176594099965623,197.93888888888887,0.9994096534055612,0.0002564599759622743,1.0701717490361025,0.09784234952240453,,0.6151419558359621,-0.7010087163897967,down-regulated,0.9990606379249911,-0.0013558499239606189,
ADAM17,276.1,0.0,230.7,118.7,0.0,109.7,493.1,0.0,263.8,352.3,265.1,0.0,286.6333333333333,0.0,171.00833333333335,175.98333333333335,0.0,101.85833333333332,474.1583333333333,0.0,187.39166666666665,339.5,188.64166666666665,0.0,NP_003174.3,214.3,211.7,,350.3,250.7,,275.6,171.6,,269.4,180.2,,101.3,119.3,,bla3462,152.54722222222222,0.86427397817907,0.0633485626719901,92.6138888888889,0.5055730806208856,0.296216058240394,220.51666666666665,0.8070645457829959,0.09309173075944527,0.866513088344352,-0.206706553987915,,0.5260741278381748,-0.9266619943629949,down-regulated,1.2525995234864382,0.3249252352257799,
ZNF316,33.3,0.0,33.5,12.1,0.0,14.0,33.6,0.0,29.1,32.9,32.4,0.0,46.41666666666666,0.0,10.658333333333331,23.683333333333334,0.0,5.941666666666666,45.95833333333334,0.0,9.541666666666668,43.475,9.425,0.0,NP_001265488.1,28.5,21.6,,26.1,24.1,,21.8,19.8,,24.6,28.0,,10.0,19.3,,bla3467,19.024999999999995,0.9459109486314885,0.024149747676823107,9.875,0.6399260278136717,0.19387022534275258,18.500000000000004,0.966248933582218,0.014910972390165858,1.0789224952741017,0.10959123211067533,,0.5600189035916823,-0.8364525683284046,down-regulated,1.0491493383742911,0.0692200491234426,
NUP42,30.1,0.0,14.8,11.5,0.0,11.0,35.4,0.0,17.0,31.4,18.8,0.0,42.46666666666666,0.0,4.991666666666666,23.416666666666668,0.0,4.375,48.275,0.0,5.55,41.38333333333333,5.133333333333333,0.0,NP_001357372.1,19.6,15.6,,23.7,13.0,,11.7,7.3,,10.0,2.6,,6.3,4.2,,bla3524,15.819444444444443,0.9874035142718159,0.005505331414501073,9.26388888888889,0.7020488322802994,0.15363267867889918,17.941666666666666,0.9093120712874855,0.04128704353413098,1.0202436402723039,0.028913717529406892,,0.5974561089215336,-0.7430953629941198,down-regulated,1.1571121461841634,0.21052869582232256,
RETREG3,731.8,0.0,217.8,332.0,0.0,108.9,723.1,0.0,202.6,798.2,234.9,0.0,719.0,0.0,158.51666666666668,489.4,0.0,100.81666666666663,681.5666666666666,0.0,137.65833333333333,764.9499999999999,165.4,0.0,NP_835227.1,534.8,163.4,,583.9,181.7,,496.3,138.8,,622.3,190.4,,331.2,101.2,,bla3582,292.50555555555553,0.9585913752778781,0.01836648279893141,196.73888888888885,0.7058517942287084,0.1512864770012436,273.075,0.9112610476514283,0.0403571934833304,0.943211336235467,-0.08434703705271428,,0.6344028233102237,-0.656528903343272,down-regulated,0.8805557048422638,-0.18351382160016297,
FKBP7,0.0,129.8,299.0,0.0,50.6,144.5,0.0,136.8,435.4,0.0,404.5,125.2,0.0,152.1916666666667,233.59166666666667,0.0,85.85833333333333,149.4,0.0,164.79999999999998,336.825,0.0,315.7333333333333,144.14166666666668,NP_851939.1,,259.8,95.6,,289.2,116.3,,228.9,69.8,,231.8,92.4,,131.6,53.8,bla3815,128.59444444444446,0.8399852663997107,0.07572833153028696,78.41944444444444,0.5147408014482812,0.28841140559569606,167.20833333333334,0.9219285696581908,0.03530272645724952,0.8388873788167076,-0.2534509539821419,,0.511570173054272,-0.9669959441180128,down-regulated,1.0907855395487907,0.12536747980702112,
RPL37A,150.7,1714.6,0.0,100.3,680.4,0.0,161.4,1415.1,0.0,152.9,0.0,1783.0,159.67499999999998,1506.7416666666666,0.0,145.15,895.7083333333331,0.0,167.50833333333335,1249.55,0.0,152.1916666666667,0.0,1542.5416666666667,NP_000989.1,151.6,,1304.6,157.7,,1194.5,119.4,,1195.7,99.2,,1064.9,92.0,,825.0,bla3859,555.4722222222222,0.9896662906241742,0.0045112221420183975,346.9527777777777,0.7236460515205803,0.14047380322062847,472.3527777777778,0.8902684742441803,0.050479005377317115,0.9832913732740646,-0.024309109156192492,,0.6141723378309271,-0.7032845597354979,down-regulated,0.8361541638802565,-0.2581591346852893,
